,Material,AtomicMass,AtomicNumber,FirstIonizationEnergy,CovalentRadius,ElectronAffinity,FusionHeat,Period,Valence,VaporizationHeat
252,252,57.27283077,24.84615385,1000.976923,113.6153846,109.2384615,5.904153846,3.384615385,2.076923077,114.5284615
253,253,57.38427308,24.88461538,1001.4,113.5769231,109.2384615,5.669538462,3.384615385,2.076923077,112.1246154
254,254,57.44222308,24.90461538,1001.62,113.5569231,109.2384615,5.547538462,3.384615385,2.076923077,110.8746154
255,255,57.49571538,24.92307692,1001.823077,113.5384615,109.2384615,5.434923077,3.384615385,2.076923077,109.7207692
256,256,57.55366538,24.94307692,1002.043077,113.5184615,109.2384615,5.312923077,3.384615385,2.076923077,108.4707692
257,257,57.60715769,24.96153846,1002.246154,113.5,109.2384615,5.200307692,3.384615385,2.076923077,107.3169231
258,258,57.7186,25,1002.669231,113.4615385,109.2384615,4.965692308,3.384615385,2.076923077,104.9130769
259,259,81.34673571,35.1,738.5585714,154.5714286,77.63285714,9.570285714,4.428571429,2.157142857,224.0157143
260,260,81.23672143,35.05714286,738.76,154.5714286,76.16571429,9.580285714,4.428571429,2.171428571,224.6871429
261,261,81.12670714,35.01428571,738.9614286,154.5714286,74.69857143,9.590285714,4.428571429,2.185714286,225.3585714
262,262,81.01669286,34.97142857,739.1628571,154.5714286,73.23142857,9.600285714,4.428571429,2.2,226.03
263,263,81.38742714,35.12857143,738.2314286,154.4571429,79.00857143,9.618857143,4.428571429,2.142857143,224.4585714
264,264,81.31810429,35.11428571,738.1057143,154.3428571,78.91714286,9.677428571,4.428571429,2.142857143,225.5728571
265,265,81.39085279,35.11428571,738.5442857,154.4857143,78.31857143,9.604571429,4.428571429,2.171428571,224.4157143
266,266,81.25905836,35.05714286,738.9185714,154.3142857,76.75571429,9.693142857,4.428571429,2.228571429,226.5585714
267,267,81.19316114,35.02857143,739.1057143,154.2285714,75.97428571,9.737428571,4.428571429,2.257142857,227.63
268,268,81.48295,35.15714286,740.6542857,154.4285714,77.40857143,9.478142857,4.428571429,2.142857143,220.7585714
269,269,81.50915,35.17142857,742.9514286,154.2857143,75.71714286,9.396,4.428571429,2.142857143,218.1728571
270,270,91.9702,39,731.4428571,154.8571429,82.01428571,9.517428571,4.571428571,2.142857143,209.0585714
271,271,81.45675,35.14285714,738.3571429,154.5714286,79.1,9.560285714,4.428571429,2.142857143,223.3442857
272,272,81.45675,35.14285714,738.3571429,154.5714286,79.1,9.560285714,4.428571429,2.142857143,223.3442857
273,273,56.80881707,24.59285714,1011.540714,115.4571429,110.2792143,3.834714286,3.407142857,2.264285714,153.4557143
274,274,51.27417462,22.62461538,1002.855538,113.6461538,107.2561538,5.215646154,3.307692308,2.081538462,121.6330769
275,275,51.31693846,22.63846154,1001.704231,113.5769231,106.6365385,5.163653846,3.307692308,2.088461538,121.3284615
276,276,51.38821154,22.66153846,999.7853846,113.4615385,105.6038462,5.077,3.307692308,2.1,120.8207692
277,277,51.29997396,22.63790447,1003.146225,113.7657935,107.6178737,5.25805547,3.309707242,2.077041602,122.0186287
278,278,51.17457923,22.58769231,1003.753231,113.6923077,106.7212308,5.256769231,3.307692308,2.086153846,122.27
279,279,56.50290769,24.53846154,1001.992308,114.1538462,109.2384615,5.142615385,3.384615385,2.076923077,116.0669231
280,280,56.09629231,24.46153846,998.3538462,114.3076923,109.2384615,5.088769231,3.384615385,2.076923077,106.0669231
281,281,89.36191429,38.14285714,726.3714286,156.1428571,82.01428571,8.946,4.571428571,2.142857143,209.7728571
282,282,89.55948571,38.25714286,727.2,155.7428571,83.04428571,8.920285714,4.571428571,2.171428571,213.9157143
283,283,89.44094286,38.18857143,726.7028571,155.9828571,82.42628571,8.935714286,4.571428571,2.154285714,211.43
284,284,89.67802857,38.32571429,727.6971429,155.5028571,83.66228571,8.904857143,4.571428571,2.188571429,216.4014286
285,285,81.59566714,35.19857143,738.0991429,154.6657143,78.90071429,9.658428571,4.432857143,2.16,224.63
286,286,81.73458429,35.25428571,737.8411429,154.76,78.70142857,9.756571429,4.437142857,2.177142857,225.9157143
287,287,81.94296,35.33785714,737.4541429,154.9014286,78.4025,9.903785714,4.443571429,2.202857143,227.8442857
288,288,82.15133571,35.42142857,737.0671429,155.0428571,78.10357143,10.051,4.45,2.228571429,229.7728571
289,289,81.46461,35.14714286,739.0462857,154.5285714,78.59257143,9.535642857,4.428571429,2.142857143,222.5685714
290,290,81.47247,35.15142857,739.7354286,154.4857143,78.08514286,9.511,4.428571429,2.142857143,221.7928571
291,291,81.48426,35.15785714,740.7691429,154.4214286,77.324,9.474035714,4.428571429,2.142857143,220.6292857
292,292,81.49605,35.16428571,741.8028571,154.3571429,76.56285714,9.437071429,4.428571429,2.142857143,219.4657143
293,293,81.30004517,35.07428571,737.638,154.5242857,78.77471429,9.55,4.424285714,2.147142857,223.3142857
294,294,81.14334033,35.00571429,736.9188571,154.4771429,78.44942857,9.539714286,4.42,2.151428571,223.2842857
295,295,80.93312182,34.91130186,735.8270386,154.4384835,77.90364807,9.519170243,4.41416309,2.158082976,223.1294707
296,296,80.67322583,34.8,734.7614286,154.3357143,77.47357143,9.508857143,4.407142857,2.164285714,223.1942857
297,297,81.46802479,35.15,738.6328571,154.5142857,79.34321429,9.548142857,4.428571429,2.15,225.2014286
298,298,81.49057436,35.16428571,739.1842857,154.4,79.82964286,9.523857143,4.428571429,2.164285714,228.9157143
299,299,81.51312393,35.17857143,739.7357143,154.2857143,80.31607143,9.499571429,4.428571429,2.178571429,232.63
300,300,81.5356735,35.19285714,740.2871429,154.1714286,80.8025,9.475285714,4.428571429,2.192857143,236.3442857
301,301,51.24566538,22.61538462,1003.623077,113.6923077,107.6692308,5.250307692,3.307692308,2.076923077,121.8361538
302,302,55.50229231,24.23076923,997.1692308,114.5384615,109.2384615,4.919538462,3.384615385,2.076923077,114.5284615
303,303,55.97290769,24.38461538,997.8307692,114.3076923,109.2384615,5.027230769,3.384615385,2.076923077,106.0669231
304,304,56.09629231,24.46153846,998.3538462,114.3076923,109.2384615,5.088769231,3.384615385,2.076923077,106.0669231
305,305,56.50290769,24.53846154,1001.992308,114.1538462,109.2384615,5.142615385,3.384615385,2.076923077,116.0669231
306,306,56.90675385,24.69230769,999.9,113.8461538,109.2384615,5.227230769,3.384615385,2.076923077,114.1438462
307,307,57.09370154,24.76923077,1000.438462,113.8461538,109.2384615,5.681076923,3.384615385,2.076923077,112.99
308,308,57.27283077,24.84615385,1000.976923,113.6153846,109.2384615,5.904153846,3.384615385,2.076923077,114.5284615
309,309,57.40169308,24.92307692,1001.592308,113.6923077,109.2384615,5.665692308,3.384615385,2.076923077,111.8361538
310,310,57.7186,25,1002.669231,113.4615385,109.2384615,4.965692308,3.384615385,2.076923077,104.9130769
311,311,47.65725643,21.07142857,1025.6,107.7857143,105.1785714,4.915142857,3.142857143,2,113.1658571
312,312,47.65725643,21.07142857,1025.6,107.7857143,105.1785714,4.915142857,3.142857143,2,113.1658571
313,313,56.50290769,24.53846154,1001.992308,114.1538462,109.2384615,5.142615385,3.384615385,2.076923077,116.0669231
314,314,56.90675385,24.69230769,999.9,113.8461538,109.2384615,5.227230769,3.384615385,2.076923077,114.1438462
315,315,55.97290769,24.38461538,997.8307692,114.3076923,109.2384615,5.027230769,3.384615385,2.076923077,106.0669231
316,316,57.09370154,24.76923077,1000.438462,113.8461538,109.2384615,5.681076923,3.384615385,2.076923077,112.99
317,317,51.24566538,22.61538462,1003.623077,113.6923077,107.6692308,5.250307692,3.307692308,2.076923077,121.8361538
318,318,55.50229231,24.23076923,997.1692308,114.5384615,109.2384615,4.919538462,3.384615385,2.076923077,114.5284615
319,319,56.73810769,24.84615385,973.0076923,117.5384615,113.7769231,5.035538462,3.461538462,2.384615385,115.02
320,320,60.133,26.25,944.6666667,121.8333333,111.5083333,5.436666667,3.583333333,2.416666667,124.3208333
321,321,57.33210769,25.07692308,974.1923077,117.3076923,113.7769231,5.204769231,3.461538462,2.384615385,106.5584615
322,322,56.50290769,24.53846154,1001.992308,114.1538462,109.2384615,5.142615385,3.384615385,2.076923077,116.0669231
323,323,57.73872308,25.15384615,977.8307692,117.1538462,113.7769231,5.258615385,3.461538462,2.384615385,116.5584615
324,324,51.5464481,22.74010861,1000.982079,114.0993018,107.3847944,5.293217998,3.318851823,2.077579519,122.8467727
325,325,50.88026829,22.46692015,1006.436654,113.2372624,108.1840304,5.196390875,3.295057034,2.085171103,120.4998631
326,326,50.54909044,22.33258089,1008.958089,112.82769,108.6629044,5.147393529,3.283671934,2.093303236,119.2808352
327,327,50.3374091,22.25074627,1010.048358,112.6179104,109.1925373,5.113713433,3.27761194,2.110447761,118.3582687
328,328,81.45675,35.14285714,738.3571429,154.5714286,79.1,9.560285714,4.428571429,2.142857143,223.3442857
329,329,81.4633,35.14642857,738.9314286,154.5357143,78.67714286,9.53975,4.428571429,2.142857143,222.6978571
330,330,81.46985,35.15,739.5057143,154.5,78.25428571,9.519214286,4.428571429,2.142857143,222.0514286
331,331,81.4764,35.15357143,740.08,154.4642857,77.83142857,9.498678571,4.428571429,2.142857143,221.405
332,332,81.48295,35.15714286,740.6542857,154.4285714,77.40857143,9.478142857,4.428571429,2.142857143,220.7585714
333,333,81.49605,35.16428571,741.8028571,154.3571429,76.56285714,9.437071429,4.428571429,2.142857143,219.4657143
334,334,81.50915,35.17142857,742.9514286,154.2857143,75.71714286,9.396,4.428571429,2.142857143,218.1728571
335,335,81.53535,35.18571429,745.2485714,154.1428571,74.02571429,9.313857143,4.428571429,2.142857143,215.5871429
336,336,56.81688837,24.66666667,999.5806202,114.5271318,108.9922481,5.18075969,3.395348837,2.07751938,116.9402326
337,337,56.63779535,24.59689922,999.9085271,114.5271318,106.603876,5.19703876,3.395348837,2.100775194,118.0332558
338,338,56.70961384,24.62015504,999.8852713,114.3875969,107.720155,5.252852713,3.395348837,2.124031008,118.6844186
339,339,51.51889225,22.72868217,1001.224031,114.0620155,107.4108527,5.289286822,3.317829457,2.07751938,122.754186
340,340,61.476432,26.44,1007.38,109.8933333,105.1597333,4.985866667,3.36,2.44,91.81866667
341,341,51.05902692,22.57692308,1003.284615,113.3846154,107.4230769,5.408,3.307692308,2.076923077,124.8361538
342,342,55.03526176,23.98772535,999.9385117,114.6229382,110.2151899,4.793384733,3.380897583,2.107403145,131.0310203
343,343,55.03812686,23.98618573,999.5221028,114.7029931,109.9420568,4.808185725,3.381427475,2.099769762,129.0845971
344,344,55.10103506,24.00922722,998.6224913,114.8581315,109.6205306,4.830073818,3.384083045,2.092272203,127.326955
345,345,55.31563488,24.09435422,996.4998453,115.2034029,109.175174,4.869950503,3.392111369,2.085073473,126.0349033
346,346,55.39483178,24.12403101,995.4643411,115.379845,108.8372093,4.893937984,3.395348837,2.07751938,124.3045736
347,347,52.48567931,23.03957784,1008.45997,113.0787787,110.3120995,4.893541651,3.319261214,2.113079533,130.0243988
348,348,52.52885625,23.05473764,1007.708532,113.210268,110.0086825,4.913430729,3.321253303,2.105700264,128.2525821
349,349,52.66921054,23.10993177,1006.142456,113.4677786,109.621304,4.945881729,3.326762699,2.098559515,126.8019636
350,350,52.90909115,23.20610687,1003.738931,113.8549618,109.1458015,4.991312977,3.335877863,2.091603053,125.6649618
351,351,53.0810346,23.2742616,1001.900153,114.1549674,108.7257384,5.028137323,3.342539317,2.084388186,124.2799655
352,352,53.24034489,23.3371869,1000.163584,114.4393064,108.3140655,5.063464355,3.348747592,2.077071291,122.8350482
353,353,51.07702209,22.55865495,1007.108407,113.0768055,109.1868552,5.152683989,3.299197554,2.114635078,131.0018991
354,354,51.02480748,22.53435115,1007.164122,113.0839695,108.9633588,5.160015267,3.297709924,2.106870229,128.8710687
355,355,51.25497194,22.62720984,1004.751038,113.471176,108.4800154,5.207242121,3.306687164,2.099923136,127.740515
356,356,51.39246399,22.68159012,1003.143998,113.7344655,108.07912,5.241529139,3.312234658,2.092628329,126.2614087
357,357,51.36662971,22.66820988,1002.965741,113.7777778,107.8290895,5.252709877,3.311728395,2.084876543,124.2078395
358,358,51.26833692,22.62677953,1003.72678,113.6644863,107.8529242,5.242430935,3.30819546,2.082724125,123.382297
359,359,51.33327614,22.65304549,1003.056052,113.771781,107.7234002,5.255384734,3.310717039,2.080956052,123.1123901
360,360,51.38175135,22.67181467,1002.428185,113.8764479,107.5405405,5.269722008,3.312741313,2.077220077,122.2933977
361,361,51.40909474,22.68315301,1002.188099,113.9134467,107.5146832,5.273622875,3.313755796,2.077279753,122.3852705
362,362,51.38479859,22.67374517,1002.502703,113.8610039,107.6062741,5.266440154,3.312741313,2.079150579,122.7953282
363,363,51.52501035,22.73255814,1001.373643,114.0310078,107.5428295,5.282697674,3.317829457,2.081395349,123.761938
364,364,51.5280694,22.73449612,1001.44845,114.0155039,107.6088178,5.279403101,3.317829457,2.083333333,124.265814
365,365,51.53112845,22.73643411,1001.523256,114,107.6748062,5.276108527,3.317829457,2.085271318,124.7696899
366,366,51.40612927,22.68725869,1003.024324,113.7528958,108.0664093,5.243467181,3.312741313,2.092664093,126.3088417
367,367,51.28209162,22.63846154,1004.513846,113.5076923,108.455,5.211076923,3.307692308,2.1,127.8361538
368,368,51.15900444,22.59003831,1005.991954,113.2643678,108.840613,5.178934866,3.302681992,2.107279693,129.3517625
369,369,51.09043096,22.56422018,1006.991437,113.0948012,109.1746942,5.154568807,3.29969419,2.114678899,131.0506728
370,370,91.2202,38.71428571,735.3285714,155.4285714,82.01428571,9.360285714,4.571428571,2.142857143,212.63
371,371,91.13768929,38.68214286,735.4796429,155.4285714,80.91392857,9.367785714,4.571428571,2.153571429,213.1335714
372,372,91.05517857,38.65,735.6307143,155.4285714,79.81357143,9.375285714,4.571428571,2.164285714,213.6371429
373,373,90.97266786,38.61785714,735.7817857,155.4285714,78.71321429,9.382785714,4.571428571,2.175,214.1407143
374,374,90.89015714,38.58571429,735.9328571,155.4285714,77.61285714,9.390285714,4.571428571,2.185714286,214.6442857
375,375,81.45675,35.14285714,738.3571429,154.5714286,79.1,9.560285714,4.428571429,2.142857143,223.3442857
376,376,81.45675,35.14285714,738.3571429,154.5714286,79.1,9.560285714,4.428571429,2.142857143,223.3442857
377,377,88.59955286,37.71428571,727.7428571,157,81.72857143,8.831714286,4.571428571,2.142857143,226.2014286
378,378,85.12637429,36.42857143,730.8464286,155.6071429,81.315,8.851,4.5,2.142857143,226.7371429
379,379,78.18001714,33.85714286,737.0535714,152.8214286,80.48785714,8.889571429,4.357142857,2.142857143,227.8085714
380,380,74.70683857,32.57142857,740.1571429,151.4285714,80.07428571,8.908857143,4.285714286,2.142857143,228.3442857
381,381,67.76048143,30,746.3642857,148.6428571,79.24714286,8.947428571,4.142857143,2.142857143,229.4157143
382,382,51.06679946,22.5398773,1004.773313,113.4539877,106.9325153,5.282429448,3.303680982,2.107361963,122.6231902
383,383,87.99942,37.7,723.07,150,69.34,9.4402,4.4,2.6,180.741
384,384,97.046275,41,737.0375,149,71.57875,9.09525,4.5,2.75,169.05125
385,385,51.34377236,22.6558642,1002.698225,113.8256173,107.4397377,5.273003086,3.311728395,2.081790123,122.3752778
386,386,51.30051716,22.63762529,1002.982999,113.767926,107.2758288,5.279864302,3.310717039,2.088666153,122.5437702
387,387,51.11141299,22.55871067,1004.486416,113.5134305,107.1162701,5.274417498,3.304681504,2.099769762,122.4268841
388,388,51.1929003,22.59199384,1003.61174,113.6250962,106.6961124,5.307873749,3.308698999,2.111624326,123.2263972
389,389,50.84437395,22.44698703,1006.519527,113.1548436,106.6971777,5.279055683,3.296720061,2.122044241,122.5587414
390,390,51.19619431,22.59953882,1003.820369,113.6187548,107.6653344,5.265351268,3.306687164,2.076863951,122.1048501
391,391,51.62818193,22.78582555,999.6638629,114.1931464,107.1791277,5.360862928,3.323987539,2.07788162,124.2230841
392,392,51.46102034,22.72826087,1000.534783,113.9503106,107.2096273,5.392652174,3.319875776,2.077639752,124.7562733
393,393,51.18409011,22.63678516,1001.780062,113.5425039,107.2179289,5.463731066,3.313755796,2.077279753,126.0019629
394,394,57.49784343,24.84917798,1011.223517,115.6468906,110.8101215,3.815423874,3.421015011,2.277340958,156.946812
395,395,57.35712125,24.79725479,1011.202945,115.619674,110.6829282,3.820798971,3.418358593,2.274521018,156.2166914
396,396,57.18424659,24.73489837,1010.891154,115.6249642,110.4636845,3.832220441,3.41568852,2.270541082,155.262276
397,397,56.84544955,24.60642857,1011.535071,115.4657143,110.3099071,3.8335,3.407857143,2.265,153.6435714
398,398,56.80881707,24.59285714,1011.540714,115.4571429,110.2792143,3.834714286,3.407142857,2.264285714,153.4557143
399,399,56.76202608,24.58314187,1010.021525,115.6524986,109.9044443,3.861933946,3.409391155,2.260626077,152.9095692
400,400,56.61508562,24.53275738,1009.232181,115.7278618,109.6028222,3.880459323,3.408207343,2.256299496,151.9931533
401,401,56.53362518,24.5077301,1008.2127,115.8482878,109.3076868,3.900514666,3.40875596,2.252853634,151.3683875
402,402,56.43215902,24.4718646,1007.882728,115.8712571,109.1466946,3.90968986,3.407493129,2.250253146,150.7787256
403,403,55.64084961,24.21259843,994.9354331,115.6377953,108.5086614,4.866110236,3.401574803,2.078740157,123.8730709
404,404,55.17634638,24.04006163,998.0167951,114.9522342,109.5600924,4.838949153,3.386748844,2.092449923,127.565624
405,405,82.99355268,35.71428571,736.5285714,154.5178571,79.46428571,9.749571429,4.446428571,2.142857143,223.9692857
406,406,84.53035536,36.28571429,734.7,154.4642857,79.82857143,9.938857143,4.464285714,2.142857143,224.5942857
407,407,86.06715804,36.85714286,732.8714286,154.4107143,80.19285714,10.12814286,4.482142857,2.142857143,225.2192857
408,408,87.60396071,37.42857143,731.0428571,154.3571429,80.55714286,10.31742857,4.5,2.142857143,225.8442857
409,409,89.14076339,38,729.2142857,154.3035714,80.92142857,10.50671429,4.517857143,2.142857143,226.4692857
410,410,90.67756607,38.57142857,727.3857143,154.25,81.28571429,10.696,4.535714286,2.142857143,227.0942857
411,411,92.21436875,39.14285714,725.5571429,154.1964286,81.65,10.88528571,4.553571429,2.142857143,227.7192857
412,412,57.88524186,24.98571429,1010.82,115.8285714,110.7135714,3.822571429,3.428571429,2.271428571,155.3771429
413,413,89.25424224,37.69625,783.00025,153.43,87.0198125,6.571875,4.5,2.44625,261.8775
414,414,57.29312393,24.7765043,1010.620057,115.6848138,110.4989971,3.832888252,3.418338109,2.272206304,155.7695989
415,415,87.73641406,37.15625,785.321875,152.625,87.5071875,6.533625,4.46875,2.46875,267.63375
